,auteurs,url,tags,0,1,2,3,4,5,6
174,Gaspard LANDEL,https://www.millenaire3.com/ressources/plan-climat-et-renovation-energetique-des-logements-prives,Cadre de vie_Climat_Grand Lyon,Cadre de vie,Climat,Grand Lyon,,,,
175,Quentin ZARAGORI,https://www.millenaire3.com/ressources/plan-climat-et-renovation-energetique-des-logements-prives,Cadre de vie_Climat_Grand Lyon,Cadre de vie,Climat,Grand Lyon,,,,
176,Franck TANNERY,https://www.millenaire3.com/ressources/les-associations-fer-de-lance-et-figure-de-proue-du-developpement-metropolitain,Citoyenneté,Citoyenneté,,,,,,
177,Pierre-Alain FOUR,https://www.millenaire3.com/dossiers/2019/tendances-prospectives-societe/Le-rapport-au-corps,Santé_Inclusion,Santé,Inclusion,,,,,
178,Cédric POLÈRE,https://www.millenaire3.com/dossiers/2019/tendances-prospectives-societe/Le-rapport-au-corps,Santé_Inclusion,Santé,Inclusion,,,,,
179,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/dossiers/2019/tendances-prospectives-societe/Le-rapport-au-corps,Santé_Inclusion,Santé,Inclusion,,,,,
180,Caroline HAMON,https://www.millenaire3.com/ressources/Dans-les-coulisses-du-coworking-independant,Travail,Travail,,,,,,
181,Béatrice MAURINES,https://www.millenaire3.com/dossiers/2021/alimentation-comment-transformer-une-metropole-en-territoire-nourricier/les-agricultures-urbaines-cultiver-partout,Cadre de vie_Biodiversité,Cadre de vie,Biodiversité,,,,,
182,Lilian PELLEGRINO,https://www.millenaire3.com/dossiers/2021/alimentation-comment-transformer-une-metropole-en-territoire-nourricier/les-agricultures-urbaines-cultiver-partout,Cadre de vie_Biodiversité,Cadre de vie,Biodiversité,,,,,
183,Marianne CHOUTEAU,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-2,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
184,Pierre-Alain FOUR,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-2,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
185,Catherine FORET,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-2,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
186,Ludovic VIÉVARD,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-2,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
187,Valérie DEFOY,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-2,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
188,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-2,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
189,Cédric POLÈRE,https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/La-prospective-a-la-DATAR-et-sur-Territoires-2040,Prospective,Prospective,,,,,,
190,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/dossiers/2020/veille-m3/veille-m3-a-table-!-le-nouveau-cri-de-ralliement-des-francais,Patrimoine_Veille M3_Ressources,Patrimoine,Veille M3,Ressources,,,,
193,Michel CAPRON,https://www.millenaire3.com/ressources/les-relations-entreprises-societe-au-prisme-de-la-rse,Transition_Entreprise,Transition,Entreprise,,,,,
194,Catherine PANASSIER,https://www.millenaire3.com/ressources/sante-mentale-et-neurosciences,Santé_Recherche,Santé,Recherche,,,,,
195,Laure BORNAREL,https://www.millenaire3.com/ressources/bug/la-creation-de-l-institut-rhonalpin-des-systemes-complexes-a-lyon,N_A,N,A,,,,,
196,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/la-haute-technologie-dans-les-principales-aires-urbaines-francaises-lyon-comparee-a-d-autres-metropoles-europeennes,Attractivité_Numérique_Grand Lyon_International,Attractivité,Numérique,Grand Lyon,International,,,
197,Bruno BENOIT,https://www.millenaire3.com/ressources/handicap-international,Solidarité_Handicap_International,Solidarité,Handicap,International,,,,
198,Boris CHABANEL,https://www.millenaire3.com/dossiers/2016/developper-l-economie-de-proximite/Une-place-de-marche-mutualisee-pour-repondre-aux-besoins-des-habitants,Cadre de vie,Cadre de vie,,,,,,
199,Florent CHEVREAU,https://www.millenaire3.com/dossiers/2022/le-temps-passe-pour-les-politiques-temporelles/reflexion-sur-la-notion-de-temps-de-pause-dans-le-quartier-de-la-part-dieu,Cadre de vie_Urbanisme_Temps,Cadre de vie,Urbanisme,Temps,,,,
200,Danielle GALEA,https://www.millenaire3.com/dossiers/2022/le-temps-passe-pour-les-politiques-temporelles/reflexion-sur-la-notion-de-temps-de-pause-dans-le-quartier-de-la-part-dieu,Cadre de vie_Urbanisme_Temps,Cadre de vie,Urbanisme,Temps,,,,
201,Carine PRADELLES,https://www.millenaire3.com/dossiers/2022/le-temps-passe-pour-les-politiques-temporelles/reflexion-sur-la-notion-de-temps-de-pause-dans-le-quartier-de-la-part-dieu,Cadre de vie_Urbanisme_Temps,Cadre de vie,Urbanisme,Temps,,,,
202,Maïder LAUSSUCQ,https://www.millenaire3.com/dossiers/2022/le-temps-passe-pour-les-politiques-temporelles/reflexion-sur-la-notion-de-temps-de-pause-dans-le-quartier-de-la-part-dieu,Cadre de vie_Urbanisme_Temps,Cadre de vie,Urbanisme,Temps,,,,
203,Jean-Yves BOULIN,https://www.millenaire3.com/ressources/le-temps-du-travail-dicte-t-il-l-emploi-du-temps-des-citadins,Temps_Travail,Temps,Travail,,,,,
204,Mike RACO,https://www.millenaire3.com/ressources/privatiser-ou-planifier-le-developpement-durable-il-faut-choisir,Transition_Économie,Transition,Économie,,,,,
205,Jean-Loup MOLIN,https://www.millenaire3.com/ressources/Defiance-doleances-conflits,Citoyenneté_Cohésion sociale_Clivages,Citoyenneté,Cohésion sociale,Clivages,,,,
208,Isabelle BARAUD-SERFATY,https://www.millenaire3.com/dossiers/2023/du-transport-a-la-mobilite-le-mouvement-au-caeur-des-transitions-urbaines/la-valeur-du-trottoir,Mobilité_Urbanisme_Numérique,Mobilité,Urbanisme,Numérique,,,,
209,Jean-Paul BRAVARD,https://www.millenaire3.com/ressources/la-saone,Cadre de vie_Ressources,Cadre de vie,Ressources,,,,,
210,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/Veille-M3-Une-reindustrialisation-planifiee-pour-gagner-la-guerre-du-climat,N_A,N,A,,,,,
211,Patrick VIVERET,https://www.millenaire3.com/ressources/humanisation-de-l-humain,Transition_Pensées politiques,Transition,Pensées politiques,,,,,
212,Marianne CHOUTEAU,https://www.millenaire3.com/ressources/l-histoire-du-cerveau-humain-de-la-trepanation-aux-sciences-cognitives,Recherche,Recherche,,,,,,
213,Sebastian ROCHE,https://www.millenaire3.com/dossiers/2019/grandir-en-banlieue-3-la-question-de-la-citoyennete/Les-clivages-dans-la-societe-francaise-2,Valeurs_Laïcité,Valeurs,Laïcité,,,,,
216,Thomas HAJDUKOWICZ,https://www.millenaire3.com/dossiers/2021/alimentation-comment-transformer-une-metropole-en-territoire-nourricier/relire-le-mangeur-hypermoderne-francois-ascher-a-t-il-predit-nos-pratiques-alimentaires-actuelles,Patrimoine_Culture,Patrimoine,Culture,,,,,
217,Jacques LEVY,https://www.millenaire3.com/ressources/la-fabrique-du-monde,Patrimoine_International,Patrimoine,International,,,,,
218,Emile HOOGE,https://www.millenaire3.com/dossiers/2019/doctrines-politiques-et-action-publique/Creer-partager-contribuer,Valeurs,Valeurs,,,,,,
221,Emmanuelle LAMBREY,https://www.millenaire3.com/ressources/mobilite-et-formes-de-la-ville-de-la-ville-du-fleuve-a-la-ville-de-l-automobile,Mobilité_Urbanisme_Temps,Mobilité,Urbanisme,Temps,,,,
222,François DENIEUL,https://www.millenaire3.com/ressources/internet-et-les-sept-piliers-du-21-eme-siecle,Prospective_Valeurs,Prospective,Valeurs,,,,,
223,Christian LEFÈVRE,https://www.millenaire3.com/ressources/grand-londres-les-acteurs-economiques-avancent-leurs-pions,Entreprise_International,Entreprise,International,,,,,
224,Caroline JANUEL,https://www.millenaire3.com/ressources/2018/reclaiming-personal-data,Numérique_Data,Numérique,Data,,,,,
225,Boris CHABANEL,https://www.millenaire3.com/ressources/2016/big-data-et-action-publique,Service public_Innovation_Data,Service public,Innovation,Data,,,,
226,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/Sentiments-d-injustice/Les-principes-de-la-justice-sociale,Cohésion sociale_Service public,Cohésion sociale,Service public,,,,,
227,Valérie PUGIN,https://www.millenaire3.com/ressources/les-sorties-du-systeme-scolaire-sans-qualification,Éducation_Évaluation,Éducation,Évaluation,,,,,
230,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/lieux-d-education-a-l-environnement-vers-un-developpement-durable,Biodiversité_Éducation,Biodiversité,Éducation,,,,,
231,Catherine PANASSIER,https://www.millenaire3.com/dossiers/2009/democratie-et-participation-un-duo-indissociable-archives/La-democratie-chahutee,Démocratie,Démocratie,,,,,,
232,Stéphanie BEAUCHENE,https://www.millenaire3.com/ressources/lyon-metropole-portuaire,Mobilité_Cadre de vie_Attractivité,Mobilité,Cadre de vie,Attractivité,,,,
233,Benjamin  PRADEL,https://www.millenaire3.com/dossiers/2019/sans-abri/Besoins-dispositifs-et-enjeux-existants-et-a-venir-a-propos-des-personnes-sans-abri,Solidarité_Inclusion_Pauvreté,Solidarité,Inclusion,Pauvreté,,,,
234,Caroline HAMON,https://www.millenaire3.com/dossiers/2021/mobilites-quelle-place-dans-la-rue-de-demain/Stationnement-partager-la-voirie,Mobilité_Climat_Service public,Mobilité,Climat,Service public,,,,
237,Marie-Claire VILLEVAL,https://www.millenaire3.com/ressources/pour-les-incitations-financieres,Finance_Usage,Finance,Usage,,,,,
238,Lucas PIESSAT,https://www.millenaire3.com/ressources/2023/veille-m3-voir-fleurir-partout-des-places-des-fetes-un-enjeu-democratique,Cadre de vie_Veille M3,Cadre de vie,Veille M3,,,,,
239,Boris CHABANEL,https://www.millenaire3.com/ressources/les-metropoles-face-aux-defis-du-developpement-durable-reflexion-sur-l-intelligence-prospective-du-management-public-territorial,Transition,Transition,,,,,,
242,Lionel GASTINE,https://www.millenaire3.com/dossiers/2019/intelligence-artificielle-ia/l-intelligence-artificielle-au-service-des-hopitaux,Numérique_Santé,Numérique,Santé,,,,,
245,Manuel CASTELLS,https://www.millenaire3.com/ressources/fin-de-millenaire-l-ere-de-l-information.-conclusion-generale-de-la-trilogie,Prospective,Prospective,,,,,,
246,Pierre-Alain FOUR,https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/la-soie-a-lyon-une-initiative-du-pouvoir-royal,Patrimoine_Culture,Patrimoine,Culture,,,,,
249,Brice DURY,https://www.millenaire3.com/ressources/accompagnement-au-changement-de-mobilite-de-20-foyers-pilotes,Transition_Mobilité,Transition,Mobilité,,,,,
250,Sophie KELLER,https://www.millenaire3.com/ressources/accompagnement-au-changement-de-mobilite-de-20-foyers-pilotes,Transition_Mobilité,Transition,Mobilité,,,,,
251,Quentin ZARAGORI,https://www.millenaire3.com/ressources/accompagnement-au-changement-de-mobilite-de-20-foyers-pilotes,Transition_Mobilité,Transition,Mobilité,,,,,
252,Frédérique SONNET,https://www.millenaire3.com/ressources/accompagnement-au-changement-de-mobilite-de-20-foyers-pilotes,Transition_Mobilité,Transition,Mobilité,,,,,
253,Eddy MAAROUFI,https://www.millenaire3.com/dossiers/2021/alimentation-comment-transformer-une-metropole-en-territoire-nourricier/jeremy-camus-vice-president-du-grand-lyon-charge-de-l-alimentation-un-quart-de-la-population-metropolitaine-declare-ne-pas-se-nourrir-a-sa-faim,Biodiversité_Cadre de vie_Service public_Grand Lyon,Biodiversité,Cadre de vie,Service public,Grand Lyon,,,
254,Stéphanie PORNIN,https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/Psychologie-environnementale-Design-et-Bien-etre,Cadre de vie_Santé_Handicap,Cadre de vie,Santé,Handicap,,,,
255,Cécile PEETERS,https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/Psychologie-environnementale-Design-et-Bien-etre,Cadre de vie_Santé_Handicap,Cadre de vie,Santé,Handicap,,,,
256,Emile HOOGE,https://www.millenaire3.com/ressources/le-biopole-lyonnais-recits-d-une-dynamique-d-excellence-tome-3,Santé_Entreprise_Innovation,Santé,Entreprise,Innovation,,,,
259,Benjamin  PRADEL,https://www.millenaire3.com/dossiers/2022/le-temps-passe-pour-les-politiques-temporelles/retour-sur-25-ans-de-reflexion-sur-les-temps,Temps,Temps,,,,,,
260,Anne-Caroline JAMBAUD,https://www.millenaire3.com/ressources/L-accompagnement-des-personnes-en-deuil-qualite-et-ethique-de-service-public-dans-un-contexte-commercial,Usage_Service public,Usage,Service public,,,,,
261,Cédric POLÈRE,https://www.millenaire3.com/ressources/la-croissance-economique,Économie,Économie,,,,,,
262,Geoffroy BING,https://www.millenaire3.com/ressources/les-tendances-de-consommation,Économie,Économie,,,,,,
263,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/l-animal-et-la-sante,Santé,Santé,,,,,,
266,Sophie KELLER,https://www.millenaire3.com/ressources/2022/connaissance-des-publics-eligibles-au-revenu-de-solidarite-jeunes,Insertion_Jeunesse_Pauvreté,Insertion,Jeunesse,Pauvreté,,,,
267,Quentin ZARAGORI,https://www.millenaire3.com/ressources/2022/connaissance-des-publics-eligibles-au-revenu-de-solidarite-jeunes,Insertion_Jeunesse_Pauvreté,Insertion,Jeunesse,Pauvreté,,,,
268,Boris CHABANEL,https://www.millenaire3.com/dossiers/2016/developper-l-economie-de-proximite/Pour-une-nouvelle-synergie-entre-les-grandes-villes-et-leur-hinterland,Inclusion_Attractivité,Inclusion,Attractivité,,,,,
269,Justin FOLLENFANT,https://www.millenaire3.com/ressources/2023/economie-informelle-dans-les-quartiers-populaires-impasse-ou-sas-vers-l-insertion,Politique de la ville_Économie,Politique de la ville,Économie,,,,,
270,Martin FUSTER,https://www.millenaire3.com/ressources/2023/economie-informelle-dans-les-quartiers-populaires-impasse-ou-sas-vers-l-insertion,Politique de la ville_Économie,Politique de la ville,Économie,,,,,
271,Cédric POLÈRE,https://www.millenaire3.com/dossiers/Chantier-Egalite-Femmes-Hommes/Point-de-vue-Anne-Grumet-du-mouvement-HF,Culture_Genre,Culture,Genre,,,,,
272,Nicolas LEPRÊTRE,https://www.millenaire3.com/dossiers/2022/l-eau-3-3-avec-eau-future-liberer-nos-imaginaires/quels-futurs-desirables-pour-nos-usages-de-l-eau-perceptions-de-9-scenes-de-vie,Transition_Cadre de vie_Ressources,Transition,Cadre de vie,Ressources,,,,
273,Perrine TURGAULT,https://www.millenaire3.com/dossiers/2022/l-eau-3-3-avec-eau-future-liberer-nos-imaginaires/quels-futurs-desirables-pour-nos-usages-de-l-eau-perceptions-de-9-scenes-de-vie,Transition_Cadre de vie_Ressources,Transition,Cadre de vie,Ressources,,,,
274,Alexandre MONNIN,https://www.millenaire3.com/dossiers/2022/cycle-veille-m3-gastronomie-manger-partager-et-changer-de-monde/veille-m3-fermentation-et-subsistance-le-monde-contemporain-au-prisme-d-une-yaourtiere,Transition_Biodiversité_Veille M3,Transition,Biodiversité,Veille M3,,,,
275,Clément JOURDAN,https://www.millenaire3.com/dossiers/2020/start-up-entrepreneuriat-innovant-3-3-focus-sur-l-ecosysteme-d-accompagnement/pistes-prospectives-autour-du-phenomene-start-up,Entreprise_Innovation,Entreprise,Innovation,,,,,
276,Nicolas LEPRÊTRE,https://www.millenaire3.com/dossiers/2020/start-up-entrepreneuriat-innovant-3-3-focus-sur-l-ecosysteme-d-accompagnement/pistes-prospectives-autour-du-phenomene-start-up,Entreprise_Innovation,Entreprise,Innovation,,,,,
277,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/2016/la-ville-intelligente-archives/La-ville-intelligente-deja-operationnelle,Numérique_Service public_Innovation,Numérique,Service public,Innovation,,,,
278,François MAYSSAL,https://www.millenaire3.com/dossiers/2016/la-ville-intelligente-archives/La-ville-intelligente-deja-operationnelle,Numérique_Service public_Innovation,Numérique,Service public,Innovation,,,,
279,Yoan OLLIVIER,https://www.millenaire3.com/dossiers/2016/la-ville-intelligente-archives/La-ville-intelligente-deja-operationnelle,Numérique_Service public_Innovation,Numérique,Service public,Innovation,,,,
280,Emile HOOGE,https://www.millenaire3.com/ressources/2003/lyon-apparition-de-nouveaux-clusters-performants,Attractivité_Économie,Attractivité,Économie,,,,,
281,Julie JEAMMAUD,https://www.millenaire3.com/ressources/2021/portfolio-street-art-dans-les-rues-du-grand-lyon-quelles-pratiques-quelles-intentions-3-3,Culture_Grand Lyon,Culture,Grand Lyon,,,,,
282,Ludovic VIÉVARD,https://www.millenaire3.com/ressources/2021/portfolio-street-art-dans-les-rues-du-grand-lyon-quelles-pratiques-quelles-intentions-3-3,Culture_Grand Lyon,Culture,Grand Lyon,,,,,
285,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/les-evenements-recurrents-a-lyon,Attractivité_Culture,Attractivité,Culture,,,,,
286,Benjamin  PRADEL,https://www.millenaire3.com/ressources/2022/panser-le-temps-penser-les-rythmes,Temps,Temps,,,,,,
287,Maylis NOUVELLON,https://www.millenaire3.com/ressources/2023/autorisation-du-don-du-sang-pour-les-personnes-homosexuelles-la-fin-d-une-discrimination,Solidarité_Santé_Inclusion,Solidarité,Santé,Inclusion,,,,
288,Noémie COUILLARD,https://www.millenaire3.com/ressources/2023/autorisation-du-don-du-sang-pour-les-personnes-homosexuelles-la-fin-d-une-discrimination,Solidarité_Santé_Inclusion,Solidarité,Santé,Inclusion,,,,
291,Catherine FORET,https://www.millenaire3.com/ressources/le-fleuve-rhone-genealogie-d-une-recherche-de-pointe,Recherche_Ressources,Recherche,Ressources,,,,,
292,Pierre-Alain FOUR,https://www.millenaire3.com/dossiers/Grand-Lyon-Vision-Culture-archives/Synergie-art-et-economie-la-martingale-de-la-creativite,Culture,Culture,,,,,,
293,Caroline JANUEL,https://www.millenaire3.com/ressources/2022/susciter-le-passage-a-l-acte-quelles-nouvelles-pistes-pour-nous-inciter-a-reduire-nos-dechets,Transition,Transition,,,,,,
294,Caroline HAMON,https://www.millenaire3.com/ressources/2022/susciter-le-passage-a-l-acte-quelles-nouvelles-pistes-pour-nous-inciter-a-reduire-nos-dechets,Transition,Transition,,,,,,
295,Bernard PRÉEL,https://www.millenaire3.com/ressources/le-temps-et-les-modes-de-vie-sept-tendances,Temps,Temps,,,,,,
296,Sophie LARGEAU,https://www.millenaire3.com/ressources/mini-public-maxi-concertation,Concertation,Concertation,,,,,,
297,Sophie KELLER,https://www.millenaire3.com/dossiers/2023/quartiers-populaires-politique-de-la-ville-au-caeur-des-enjeux-le-quotidien-des-habitants/marianne-cuoq-et-nadir-haouat-charges-de-developpement-economique-et-insertion-a-l-anru-on-ne-mesure-pas-assez-la-difficulte-qu-on-rajoute-aux,Politique de la ville_Économie_Insertion,Politique de la ville,Économie,Insertion,,,,
