,source,target,values
39101,Geoffroy BING,Handicap,3.0
39104,Geoffroy BING,Prospective,2.0
39105,Geoffroy BING,Éducation,1.0
39107,Geoffroy BING,Service public,10.0
39116,Geoffroy BING,International,1.0
39118,Geoffroy BING,Jeunesse,8.0
39121,Geoffroy BING,Institution,5.0
39128,Geoffroy BING,Laïcité,1.0
39131,Geoffroy BING,Urbanisme,1.0
39132,Geoffroy BING,Grand Lyon,18.0
39135,Geoffroy BING,Patrimoine,4.0
39136,Geoffroy BING,Attractivité,2.0
39163,Geoffroy BING,Recherche,5.0
39195,Geoffroy BING,Social,1.0
39209,Geoffroy BING,Concertation,1.0
39689,Pensées politiques,Cédric POLÈRE,11.0
39690,Pensées politiques,Ludovic VIÉVARD,7.0
39694,Pensées politiques,Philippe DUJARDIN,7.0
39717,Pensées politiques,Catherine PANASSIER,4.0
39774,Pensées politiques,Jean-Loup MOLIN,1.0
39799,Pensées politiques,Bruno BENOIT,7.0
39807,Pensées politiques,Patrick VIVERET,2.0
39833,Pensées politiques,Eric CEDIEY,1.0
39972,Pensées politiques,Gilles FINCHELSTEIN,1.0
40103,Pensées politiques,Philippe AIGRAIN,1.0
40128,Pensées politiques,Surrendra SANTOKHI,1.0
40214,Pensées politiques,Joël GOMBIN,1.0
40215,Pensées politiques,Diane THIERRY,1.0
40256,Pensées politiques,Chris YOUNÈS,1.0
40277,Pensées politiques,Annie COLLOVALD,1.0
40293,Pensées politiques,Pierre CALAME,1.0
40312,Lionel GASTINE,Travail,2.0
40313,Lionel GASTINE,Entreprise,1.0
40320,Lionel GASTINE,Numérique,4.0
40323,Lionel GASTINE,Innovation,3.0
40340,Lionel GASTINE,Santé,1.0
40345,Lionel GASTINE,Éducation,3.0
40347,Lionel GASTINE,Service public,1.0
40354,Lionel GASTINE,Insertion,1.0
40358,Lionel GASTINE,Jeunesse,3.0
40933,François MAYSSAL,Entreprise,6.0
40940,François MAYSSAL,Numérique,33.0
40941,François MAYSSAL,Usage,12.0
40943,François MAYSSAL,Innovation,37.0
40948,François MAYSSAL,Économie,3.0
40965,François MAYSSAL,Éducation,3.0
40966,François MAYSSAL,Mobilité,4.0
40967,François MAYSSAL,Service public,6.0
40976,François MAYSSAL,International,2.0
40978,François MAYSSAL,Jeunesse,3.0
41004,François MAYSSAL,Data,3.0
41077,François MAYSSAL,Personnes âgées,2.0
41575,Jean-Jack QUEYRANNE,Cohésion sociale,1.0
41608,Jean-Jack QUEYRANNE,Laïcité,1.0
42169,Laïcité,Cédric POLÈRE,9.0
42170,Laïcité,Ludovic VIÉVARD,12.0
42197,Laïcité,Catherine PANASSIER,1.0
42211,Laïcité,Anouk JORDAN,2.0
42212,Laïcité,Sylvie  MAURIS-DEMOURIOUX,2.0
42223,Laïcité,Geoffroy BING,1.0
42227,Laïcité,Jean-Jack QUEYRANNE,1.0
42241,Laïcité,Benjamin LIPPENS,1.0
42248,Laïcité,Sebastian ROCHE,8.0
42254,Laïcité,Jean-Loup MOLIN,1.0
42257,Laïcité,""" HAUT CONSEIL À LINTÉGRATION""",1.0
42273,Laïcité,Pierre-Alain FOUR,1.0
42351,Laïcité,Stéphane AUTRAN,1.0
42380,Laïcité,Michel WIEVIORKA,1.0
42400,Laïcité,Joseph YACOUB,1.0
42425,Laïcité,Stéphane BIENVENUE,1.0
42459,Laïcité,Pierre BRÉCHON,1.0
42578,Laïcité,Patrick SIMON,1.0
42598,Laïcité,André MICOUD,1.0
42600,Laïcité,Anne FORNEROD,2.0
42666,Laïcité,Bétoule FEKKAR-LAMBIOTTE,1.0
42668,Laïcité,Gérard DEFOIS,1.0
42675,Laïcité,Mohamed Chérif FERJANI,2.0
42677,Laïcité,Jocelyne CESARI,1.0
42719,Laïcité,Olivier CHAVANON,1.0
42738,Laïcité,Yves LAMBERT,1.0
42767,Laïcité,Bruno DURIEZ,1.0
42786,Évaluation,Boris CHABANEL,3.0
42789,Évaluation,Cédric POLÈRE,7.0
42796,Évaluation,Aurélien BOUTAUD,18.0
42817,Évaluation,Catherine PANASSIER,2.0
42819,Évaluation,Caroline JANUEL,2.0
42857,Évaluation,Valérie PUGIN,1.0
42878,Évaluation,Eddy MAAROUFI,1.0
42879,Évaluation,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,2.0
42891,Évaluation,Quentin ZARAGORI,2.0
42980,Évaluation,Mélanie GAT,1.0
43084,Évaluation,Sandra DECELLE,1.0
43273,Évaluation,Olivier OULLIER,2.0
43325,Évaluation,Pierre WINICKI,1.0
43371,Évaluation,(LMDE) LA MUTUELLE DES ETUDIANTS,1.0
43401,Catherine FORET,Culture,3.0
43403,Catherine FORET,Inclusion,5.0
43404,Catherine FORET,Clivages,2.0
43415,Catherine FORET,Temps,4.0
43420,Catherine FORET,Numérique,7.0
43421,Catherine FORET,Usage,5.0
43423,Catherine FORET,Innovation,1.0
43426,Catherine FORET,Solidarité,1.0
43427,Catherine FORET,Valeurs,5.0
43430,Catherine FORET,Cadre de vie,5.0
43432,Catherine FORET,Citoyenneté,4.0
43435,Catherine FORET,Cohésion sociale,6.0
43438,Catherine FORET,Politique de la ville,8.0
43443,Catherine FORET,Ressources,1.0
43458,Catherine FORET,Jeunesse,4.0
43461,Catherine FORET,Institution,8.0
43471,Catherine FORET,Urbanisme,6.0
43472,Catherine FORET,Grand Lyon,25.0
43475,Catherine FORET,Patrimoine,7.0
43493,Catherine FORET,Démocratie,12.0
43503,Catherine FORET,Recherche,19.0
43535,Catherine FORET,Social,1.0
43549,Catherine FORET,Concertation,1.0
43568,Catherine FORET,Habitat,3.0
44020,Urbanisme,Anne-Caroline JAMBAUD,6.0
44022,Urbanisme,Benjamin  PRADEL,31.0
44028,Urbanisme,Emile HOOGE,1.0
44030,Urbanisme,Ludovic VIÉVARD,6.0
44036,Urbanisme,Aurélien BOUTAUD,18.0
44042,Urbanisme,Nicolas NOVA,5.0
44049,Urbanisme,Geneviève BERNARDIN,2.0
44054,Urbanisme,Jean-Marc BERTHET,4.0
44057,Urbanisme,Catherine PANASSIER,1.0
44059,Urbanisme,Caroline JANUEL,6.0
44072,Urbanisme,Sylvie  MAURIS-DEMOURIOUX,6.0
44073,Urbanisme,Julien CASALS,1.0
44075,Urbanisme,Emmanuelle LAMBREY,5.0
44083,Urbanisme,Geoffroy BING,1.0
44090,Urbanisme,Catherine FORET,6.0
44116,Urbanisme,Fabien GIRARDIN,5.0
44119,Urbanisme,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,10.0
44120,Urbanisme,Lucas PIESSAT,6.0
44121,Urbanisme,Gauthier BRAVAIS,6.0
44122,Urbanisme,Quentin VERNETTE,4.0
44125,Urbanisme,Isabelle BARAUD-SERFATY,6.0
44126,Urbanisme,Margot BALDASSI,3.0
44127,Urbanisme,Philippe GARGOV,6.0
44133,Urbanisme,Pierre-Alain FOUR,1.0
44140,Urbanisme,Florent CHEVREAU,2.0
44141,Urbanisme,Danielle GALEA,2.0
44142,Urbanisme,Carine PRADELLES,2.0
44143,Urbanisme,Maïder LAUSSUCQ,2.0
44152,Urbanisme,Stéphanie BEAUCHENE,2.0
44156,Urbanisme,Brice DURY,2.0
44157,Urbanisme,Sophie KELLER,1.0
44178,Urbanisme,François ROBERT,1.0
44179,Urbanisme,Loïc BONNEVAL,1.0
44190,Urbanisme,Jany DHERVILLEZ,1.0
44192,Urbanisme,Pierre GROSDEMOUGE,3.0
44197,Urbanisme,Fatiha BELMESSOUS,1.0
44198,Urbanisme,Emmanuelle HENRY,1.0
44199,Urbanisme,Emmanuel THIMONIER-ROUZET,1.0
44200,Urbanisme,Mohamed EL MANKIBI,1.0
44207,Urbanisme,Léa PEYRON,4.0
44211,Urbanisme,Stéphane AUTRAN,2.0
44229,Urbanisme,François ASCHER,1.0
44233,Urbanisme,Paul BOINO,1.0
44245,Urbanisme,Michaël FAURE,1.0
44247,Urbanisme,Bernard JOUVE,1.0
44272,Urbanisme,Gilles PINSON,1.0
44275,Urbanisme,Philippe CLERGEAU,4.0
44284,Urbanisme,Bruno MARZLOFF,1.0
44288,Urbanisme,Christelle MOREL-JOURNEL,1.0
44302,Urbanisme, Maryame AMAROUCHE,1.0
44303,Urbanisme,Marie SENG,1.0
44304,Urbanisme,Chloé SERME MORIN,1.0
44305,Urbanisme,Justine SWORDY-BORIE,1.0
44306,Urbanisme,Selene VILLALEJO COTA,1.0
44323,Urbanisme,Alain HAYS,1.0
44324,Urbanisme,Sandra DECELLE,1.0
44337,Urbanisme,Juliette PINARD,3.0
44338,Urbanisme,Jocelyne BEARD,1.0
44342,Urbanisme,Gilles CAYUELA,1.0
44353,Urbanisme,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
44358,Urbanisme,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",1.0
44376,Urbanisme,Florence LE NULZEC,2.0
44385,Urbanisme,Flavie FERCHAUD,1.0
44407,Urbanisme,Mathieu BOSTYN,1.0
44408,Urbanisme,Henry GEORGE,1.0
44410,Urbanisme,Jean-Philippe CLEMENT,1.0
44413,Urbanisme,Richard CANTIN,1.0
44417,Urbanisme,Dominique CARDON,1.0
44420,Urbanisme,Charlotte RECOQUILLON,1.0
44423,Urbanisme,Camille PERRET,3.0
44425,Urbanisme,Pierre MICHEL,1.0
44428,Urbanisme,Benoît MEYRONIN,1.0
44432,Urbanisme,Jean-Paul DUMONTIER,1.0
44440,Urbanisme,François GRETHER,1.0
44459,Urbanisme,Elisabeth PERROT,1.0
44477,Urbanisme,Thomas FAILLEBIN,1.0
44481,Urbanisme,Marie-Elizabeth NICOLEAU,1.0
44482,Urbanisme,Alain BENINI,1.0
44484,Urbanisme,Lila COMBE,1.0
44497,Urbanisme,Antoine FLEURY,1.0
44499,Urbanisme,Matias GOMEZ,1.0
44514,Urbanisme,Vivienne BOLSIUS,2.0
44515,Urbanisme,Maaike OSIECK,2.0
44547,Urbanisme,Siegfried Zhiqiang WU,1.0
44549,Urbanisme,Marianne GUEROIS,1.0
44550,Urbanisme,Fabien PAULUS,1.0
44556,Urbanisme,Yves CHALAS,1.0
44564,Urbanisme,Nicolas SOULIER,1.0
44572,Urbanisme,Anne-Sophie CLEMENÇON,1.0
44582,Urbanisme,Pascal BAVOUX,1.0
44588,Urbanisme,Marine DOUCHY,1.0
44589,Urbanisme,Elina LUMBROSO,1.0
44590,Urbanisme,Marina VALENTE,1.0
44591,Urbanisme,Gaëtan BRISEPIERRE,1.0
44592,Urbanisme,Catherine GRANDCLEMENT,1.0
44593,Urbanisme,Vincent RENAULD,1.0
44594,Urbanisme,Olivier ROUSSEL,1.0
44595,Urbanisme,Jean-Baptiste LESTRA,1.0
44601,Urbanisme,Gérard HYTTE,1.0
44609,Urbanisme,Raymond CURTET,1.0
44610,Urbanisme,Véronique GRANGER,1.0
44640,Grand Lyon,Anne-Caroline JAMBAUD,1.0
44646,Grand Lyon,Boris CHABANEL,2.0
44647,Grand Lyon,Catherine DEBRAND,4.0
44648,Grand Lyon,Emile HOOGE,13.0
44649,Grand Lyon,Cédric POLÈRE,18.0
44650,Grand Lyon,Ludovic VIÉVARD,35.0
44651,Grand Lyon,Eve DENJEAN,5.0
44654,Grand Lyon,Philippe DUJARDIN,1.0
44671,Grand Lyon,Julie JEAMMAUD,10.0
44674,Grand Lyon,Jean-Marc BERTHET,2.0
44677,Grand Lyon,Catherine PANASSIER,5.0
44679,Grand Lyon,Caroline JANUEL,16.0
44682,Grand Lyon,Marianne CHOUTEAU,22.0
44689,Grand Lyon,Nicolas LEPRÊTRE,2.0
44692,Grand Lyon,Sylvie  MAURIS-DEMOURIOUX,17.0
44693,Grand Lyon,Julien CASALS,1.0
44703,Grand Lyon,Geoffroy BING,18.0
44710,Grand Lyon,Catherine FORET,25.0
44738,Grand Lyon,Eddy MAAROUFI,12.0
44739,Grand Lyon,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,27.0
44740,Grand Lyon,Lucas PIESSAT,6.0
44741,Grand Lyon,Gauthier BRAVAIS,6.0
44744,Grand Lyon,Caroline HAMON,8.0
44749,Grand Lyon,Matthieu BOURY,1.0
44750,Grand Lyon,Gaspard LANDEL,3.0
44751,Grand Lyon,Quentin ZARAGORI,5.0
44752,Grand Lyon,Franck TANNERY,2.0
44753,Grand Lyon,Pierre-Alain FOUR,22.0
44756,Grand Lyon,Valérie DEFOY,16.0
44759,Grand Lyon,Bruno BENOIT,3.0
44784,Grand Lyon,Clément JOURDAN,3.0
44812,Grand Lyon,Pierre GROSDEMOUGE,3.0
44826,Grand Lyon,Caroline RICHEMONT,1.0
44831,Grand Lyon,Stéphane AUTRAN,4.0
44850,Grand Lyon,Bruno VOISIN,1.0
44853,Grand Lyon,Paul BOINO,2.0
44872,Grand Lyon,Julie GAYRAL,7.0
44885,Grand Lyon,Malou ALLAGNAT,13.0
44899,Grand Lyon,Bruno FANTON,1.0
44944,Grand Lyon,Sandra DECELLE,2.0
44956,Grand Lyon,Bruno BIGOURDAN,1.0
44964,Grand Lyon, COMMUNAUTÉ URBAINE DE LYON,1.0
44973,Grand Lyon,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,4.0
44983,Grand Lyon,Angela  LANTERI,4.0
44996,Grand Lyon,Florence LE NULZEC,1.0
45038,Grand Lyon, Nicole GOLANCZYK,1.0
45053,Grand Lyon,Martin VANIER,1.0
45066,Grand Lyon,Hervé CHAYGNEAUD-DUPUY,3.0
45109,Grand Lyon,Antoine ROYER,4.0
45116,Grand Lyon,Pierre MICHEL_,1.0
45125,Grand Lyon,Jean-Marie AUZIAS,2.0
45148,Grand Lyon,Gérard DEFOIS,1.0
45150,Grand Lyon,Marie-France ANTONA,1.0
45243,Grand Lyon,Magdalena NIN-OTT,1.0
45244,Grand Lyon,Antoine LIGIER,1.0
45245,Grand Lyon,Patrick LUSSON,1.0
45256,Grand Lyon,Gilles MARION,1.0
45259,Grand Lyon,Laurent LABORDE-TASTET,1.0
45266,Justice,Boris CHABANEL,3.0
45269,Justice,Cédric POLÈRE,1.0
45297,Justice,Catherine PANASSIER,1.0
45299,Justice,Caroline JANUEL,9.0
45312,Justice,Sylvie  MAURIS-DEMOURIOUX,5.0
45315,Justice,Emmanuelle LAMBREY,1.0
45355,Justice,Nicolas RIO,6.0
45485,Justice,Michaël FAURE,1.0
45496,Justice,Mathieu BRAND,4.0
45640,Justice,Jérôme SAINTE,1.0
45641,Justice,Leila BOUTAMINE,1.0
45664,Justice,Georges DECOURT,1.0
45704,Justice,John WRENCH,1.0
45881,René RIZZARDO,Culture,1.0
46500,Patrimoine,Anne-Caroline JAMBAUD,9.0
46508,Patrimoine,Emile HOOGE,3.0
46509,Patrimoine,Cédric POLÈRE,6.0
46510,Patrimoine,Ludovic VIÉVARD,11.0
46514,Patrimoine,Philippe DUJARDIN,12.0
46524,Patrimoine,Claire HARPET,1.0
46534,Patrimoine,Jean-Marc BERTHET,2.0
46537,Patrimoine,Catherine PANASSIER,4.0
46539,Patrimoine,Caroline JANUEL,7.0
46542,Patrimoine,Marianne CHOUTEAU,4.0
46552,Patrimoine,Sylvie  MAURIS-DEMOURIOUX,5.0
46563,Patrimoine,Geoffroy BING,4.0
46570,Patrimoine,Catherine FORET,7.0
46599,Patrimoine,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,5.0
46613,Patrimoine,Pierre-Alain FOUR,26.0
46618,Patrimoine,Laure BORNAREL,1.0
46619,Patrimoine,Bruno BENOIT,33.0
46628,Patrimoine,Thomas HAJDUKOWICZ,4.0
46629,Patrimoine,Jacques LEVY,1.0
46632,Patrimoine,Stéphanie BEAUCHENE,5.0
46669,Patrimoine,Mathilde DELAMARE,1.0
46684,Patrimoine,Emmanuel VIGNERON,1.0
46690,Patrimoine,Delphine BALVET,1.0
46691,Patrimoine,Stéphane AUTRAN,13.0
46713,Patrimoine,Paul BOINO,1.0
46743,Patrimoine,Philippe VIDELIER,2.0
46790,Patrimoine,Emmanuel ARLOT,1.0
46804,Patrimoine,Sandra DECELLE,2.0
46816,Patrimoine,Bruno BIGOURDAN,1.0
46818,Patrimoine,Jocelyne BEARD,3.0
46822,Patrimoine,Gilles CAYUELA,1.0
46825,Patrimoine,Corinne HOOGE,1.0
46826,Patrimoine,Didier CAZELLES,1.0
46856,Patrimoine,Florence LE NULZEC,1.0
46857,Patrimoine,Yves CROZET,1.0
46868,Patrimoine,René MORNEX,1.0
46874,Patrimoine,Philippe CHAUDOIR,1.0
46906,Patrimoine,Philippe JARREAU,1.0
46912,Patrimoine,Jean-Paul DUMONTIER,1.0
46914,Patrimoine,Jean NORMAND,1.0
46919,Patrimoine,Jean-Claude BARTHEZ,2.0
46946,Patrimoine,Robert JONAC,1.0
46968,Patrimoine,Michel COTE,1.0
46985,Patrimoine,Jean-Marie AUZIAS,1.0
46989,Patrimoine,Marie-Clotilde MEILLERAND,1.0
47010,Patrimoine,Marie-France ANTONA,1.0
47018,Patrimoine,Denis CERCLET,1.0
47026,Patrimoine,Olivier BLEYS,1.0
47089,Patrimoine,Raymond CURTET,1.0
47126,Attractivité,Boris CHABANEL,20.0
47128,Attractivité,Emile HOOGE,7.0
47129,Attractivité,Cédric POLÈRE,1.0
47130,Attractivité,Ludovic VIÉVARD,5.0
47134,Attractivité,Philippe DUJARDIN,1.0
47151,Attractivité,Julie JEAMMAUD,5.0
47154,Attractivité,Jean-Marc BERTHET,1.0
47157,Attractivité,Catherine PANASSIER,1.0
47159,Attractivité,Caroline JANUEL,2.0
47162,Attractivité,Marianne CHOUTEAU,1.0
47183,Attractivité,Geoffroy BING,2.0
47219,Attractivité,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,17.0
47232,Attractivité,Franck TANNERY,1.0
47233,Attractivité,Pierre-Alain FOUR,4.0
47239,Attractivité,Bruno BENOIT,1.0
47252,Attractivité,Stéphanie BEAUCHENE,4.0
47303,Attractivité,Virginie MILLIOT-BELMADANI,1.0
47333,Attractivité,Paul BOINO,3.0
47387,Attractivité,Michel RAFFIN,1.0
47410,Attractivité,Emmanuel ARLOT,1.0
47424,Attractivité,Sandra DECELLE,1.0
47518,Attractivité, Nicole GOLANCZYK,1.0
47552,Attractivité,Céline ROZENBLAT,2.0
47553,Attractivité,Patricia CICILLE,1.0
47554,Attractivité,Laurent ARON,1.0
47596,Attractivité,Pierre MICHEL_,1.0
47680,Attractivité, LA MAISON DU FLEUVE RHÔNE,1.0
47736,Attractivité,Gilles MARION,1.0
47743,Valérie PUGIN,Inclusion,3.0
47785,Valérie PUGIN,Éducation,18.0
47798,Valérie PUGIN,Jeunesse,2.0
47809,Valérie PUGIN,Évaluation,1.0
48401,Nicolas BALTENNECK,Handicap,1.0
48983,Jean FURTOS,Inclusion,2.0
49020,Jean FURTOS,Santé,2.0
49021,Jean FURTOS,Handicap,2.0
49617,Alexandre MONNIN,Transition,5.0
49620,Alexandre MONNIN,Numérique,1.0
49623,Alexandre MONNIN,Innovation,2.0
49627,Alexandre MONNIN,Valeurs,3.0
49633,Alexandre MONNIN,Veille M3,22.0
49635,Alexandre MONNIN,Cohésion sociale,5.0
49636,Alexandre MONNIN,Biodiversité,7.0
49640,Alexandre MONNIN,Santé,6.0
49643,Alexandre MONNIN,Ressources,6.0
49661,Alexandre MONNIN,Institution,3.0
49703,Alexandre MONNIN,Recherche,6.0
50223,Benjamin LIPPENS,Inclusion,16.0
50224,Benjamin LIPPENS,Clivages,1.0
50241,Benjamin LIPPENS,Usage,3.0
50250,Benjamin LIPPENS,Cadre de vie,2.0
50252,Benjamin LIPPENS,Citoyenneté,7.0
50255,Benjamin LIPPENS,Cohésion sociale,3.0
50258,Benjamin LIPPENS,Politique de la ville,10.0
50267,Benjamin LIPPENS,Service public,3.0
50278,Benjamin LIPPENS,Jeunesse,2.0
50281,Benjamin LIPPENS,Institution,1.0
50288,Benjamin LIPPENS,Laïcité,1.0
50323,Benjamin LIPPENS,Recherche,3.0
50369,Benjamin LIPPENS,Concertation,1.0
50843,Elena DINGU-KYKLUND,Inclusion,1.0
50896,Elena DINGU-KYKLUND,International,1.0
51480,Antoine COURMONT,Numérique,2.0
51483,Antoine COURMONT,Innovation,2.0
51521,Antoine COURMONT,Institution,2.0
51544,Antoine COURMONT,Data,4.0
52080,Data,Anne-Caroline JAMBAUD,6.0
52086,Data,Boris CHABANEL,5.0
52088,Data,Emile HOOGE,1.0
52090,Data,Ludovic VIÉVARD,3.0
52102,Data,Nicolas NOVA,2.0
52119,Data,Caroline JANUEL,7.0
52132,Data,Sylvie  MAURIS-DEMOURIOUX,1.0
52146,Data,François MAYSSAL,3.0
52163,Data,Antoine COURMONT,4.0
52165,Data,Yoan OLLIVIER,3.0
52176,Data,Fabien GIRARDIN,2.0
52184,Data,Caroline HAMON,3.0
52186,Data,Margot BALDASSI,2.0
52187,Data,Philippe GARGOV,4.0
52193,Data,Pierre-Alain FOUR,4.0
52509,Data,Hubert GUILLAUD,2.0
52510,Data,Manon MOLINS,2.0
52511,Data,Marine ALBAREDE,2.0
52660,Data,Sylvie  BOUTAUDOU,1.0
52720,Yoan OLLIVIER,Numérique,25.0
52721,Yoan OLLIVIER,Usage,12.0
52723,Yoan OLLIVIER,Innovation,25.0
52746,Yoan OLLIVIER,Mobilité,4.0
52747,Yoan OLLIVIER,Service public,8.0
52756,Yoan OLLIVIER,International,2.0
52761,Yoan OLLIVIER,Institution,2.0
52784,Yoan OLLIVIER,Data,3.0
52857,Yoan OLLIVIER,Personnes âgées,2.0
53337,Arthur GRIMONPONT,Transition,6.0
53340,Arthur GRIMONPONT,Numérique,9.0
53341,Arthur GRIMONPONT,Usage,7.0
53348,Arthur GRIMONPONT,Économie,5.0
53353,Arthur GRIMONPONT,Veille M3,11.0
53356,Arthur GRIMONPONT,Biodiversité,22.0
53360,Arthur GRIMONPONT,Santé,2.0
53407,Arthur GRIMONPONT,Développement durable,16.0
53455,Arthur GRIMONPONT,Social,2.0
53553,Arthur GRIMONPONT,Action publique,3.0
53946,Développement durable,Boris CHABANEL,3.0
53948,Développement durable,Emile HOOGE,3.0
53956,Développement durable,Aurélien BOUTAUD,20.0
53979,Développement durable,Caroline JANUEL,4.0
53989,Développement durable,Nicolas LEPRÊTRE,1.0
54026,Développement durable,Arthur GRIMONPONT,16.0
54029,Développement durable,Manon LOISEL,3.0
54172,Développement durable,Julie GAYRAL,3.0
54200,Développement durable,CCSPL  COMMISSION CONSULTATIVE DES SERVICES PUBLICS LOCAUX DU GRAND LYON,2.0
54267,Développement durable,Marc Antoine MESSER,2.0
54268,Développement durable,Audrey PARVEX,1.0
54269,Développement durable,Yannick PITTON,1.0
54270,Développement durable,Lucie VERDURE,1.0
54271,Développement durable,Grégoire ROBIDA,1.0
54356,Développement durable,Diego MERMOUD-PLAZA,1.0
54357,Développement durable,Stephan UTZ,1.0
54366,Développement durable,Hervé CHAYGNEAUD-DUPUY,3.0
54563,Sebastian ROCHE,Inclusion,2.0
54564,Sebastian ROCHE,Clivages,17.0
54581,Sebastian ROCHE,Usage,5.0
54587,Sebastian ROCHE,Valeurs,8.0
54590,Sebastian ROCHE,Cadre de vie,3.0
54592,Sebastian ROCHE,Citoyenneté,4.0
54595,Sebastian ROCHE,Cohésion sociale,14.0
54605,Sebastian ROCHE,Éducation,3.0
54607,Sebastian ROCHE,Service public,5.0
54618,Sebastian ROCHE,Jeunesse,1.0
54621,Sebastian ROCHE,Institution,3.0
54628,Sebastian ROCHE,Laïcité,8.0
54663,Sebastian ROCHE,Recherche,2.0
54736,Sebastian ROCHE,Sécurité,9.0
55184,Manon LOISEL,Clivages,3.0
55207,Manon LOISEL,Valeurs,3.0
55215,Manon LOISEL,Cohésion sociale,3.0
55223,Manon LOISEL,Ressources,30.0
55224,Manon LOISEL,Prospective,5.0
55267,Manon LOISEL,Développement durable,3.0
55273,Manon LOISEL,Démocratie,3.0
55843,Hélène DELHAY,Ressources,27.0
56437,Nicolas JOURNO,Transition,6.0
56441,Nicolas JOURNO,Usage,3.0
56450,Nicolas JOURNO,Cadre de vie,3.0
56466,Nicolas JOURNO,Mobilité,6.0
57057,Claire MARQUET,Transition,6.0
57061,Claire MARQUET,Usage,3.0
57070,Claire MARQUET,Cadre de vie,3.0
57086,Claire MARQUET,Mobilité,6.0
57660,Démocratie,Anne-Caroline JAMBAUD,3.0
57666,Démocratie,Boris CHABANEL,1.0
57669,Démocratie,Cédric POLÈRE,26.0
57674,Démocratie,Philippe DUJARDIN,1.0
57697,Démocratie,Catherine PANASSIER,12.0
57702,Démocratie,Marianne CHOUTEAU,1.0
57709,Démocratie,Nicolas LEPRÊTRE,3.0
57712,Démocratie,Sylvie  MAURIS-DEMOURIOUX,16.0
57730,Démocratie,Catherine FORET,12.0
57749,Démocratie,Manon LOISEL,3.0
57754,Démocratie,Jean-Loup MOLIN,3.0
57755,Démocratie,Nicolas RIO,3.0
57810,Démocratie,Jean-Nicolas BIRCK,3.0
57832,Démocratie,Pierre GROSDEMOUGE,4.0
57887,Démocratie,Bernard JOUVE,1.0
57917,Démocratie,Chtristophe CHABROT,3.0
57937,Démocratie,Alain BYENAIMÉ,1.0
57941,Démocratie,Pierre HOUSSAIS,3.0
57952,Démocratie,Gilles FINCHELSTEIN,1.0
57979,Démocratie,Julien TALPIN,1.0
57992,Démocratie,Aisling HEALY,1.0
57997,Démocratie,Anne-Sophie GORGE,1.0
58056,Démocratie,Beate COLLET,1.0
58141,Démocratie,Marc GUILLAUME,1.0
58150,Démocratie,Fanny VIRY,1.0
58194,Démocratie,Joël GOMBIN,1.0
58195,Démocratie,Diane THIERRY,1.0
58201,Démocratie,Luc FARALDI,1.0
58210,Démocratie,Catherine TRAUTMANN,1.0
58223,Démocratie,Jean-Michel FOURNIAU,1.0
58257,Démocratie,Annie COLLOVALD,1.0
58258,Démocratie,Élise HO-PUN-CHEUNG,2.0
58272,Démocratie,Guillaume GOURGUES,1.0
58283,Jean-Loup MOLIN,Inclusion,9.0
58284,Jean-Loup MOLIN,Clivages,7.0
58285,Jean-Loup MOLIN,Pauvreté,5.0
58300,Jean-Loup MOLIN,Numérique,2.0
58301,Jean-Loup MOLIN,Usage,2.0
58306,Jean-Loup MOLIN,Solidarité,5.0
58307,Jean-Loup MOLIN,Valeurs,3.0
58312,Jean-Loup MOLIN,Citoyenneté,4.0
58315,Jean-Loup MOLIN,Cohésion sociale,7.0
58324,Jean-Loup MOLIN,Prospective,2.0
58325,Jean-Loup MOLIN,Éducation,4.0
58330,Jean-Loup MOLIN,Genre,5.0
58338,Jean-Loup MOLIN,Jeunesse,4.0
58344,Jean-Loup MOLIN,Pensées politiques,1.0
58348,Jean-Loup MOLIN,Laïcité,1.0
58373,Jean-Loup MOLIN,Démocratie,3.0
58904,Nicolas RIO,Clivages,3.0
58921,Nicolas RIO,Usage,6.0
58935,Nicolas RIO,Cohésion sociale,3.0
58944,Nicolas RIO,Prospective,5.0
58947,Nicolas RIO,Service public,6.0
58973,Nicolas RIO,Justice,6.0
58993,Nicolas RIO,Démocratie,3.0
59543,Fabien GIRARDIN,Innovation,5.0
59558,Fabien GIRARDIN,Politique de la ville,5.0
59566,Fabien GIRARDIN,Mobilité,5.0
59591,Fabien GIRARDIN,Urbanisme,5.0
59604,Fabien GIRARDIN,Data,2.0
60143,""" HAUT CONSEIL À LINTÉGRATION""",Inclusion,1.0
60208,""" HAUT CONSEIL À LINTÉGRATION""",Laïcité,1.0
60761,Eddy MAAROUFI,Culture,8.0
60777,Eddy MAAROUFI,Transition,3.0
60778,Eddy MAAROUFI,Climat,8.0
